date,open,high,low,close,mode,position,stage,event,basis,level_name,level_price,trigger_price,fill_price,H,L_now,rebound_from_L_pct,threshold_pct,forbidden_levels_above_last_sell
2023-11-13,0.6179,0.66,0.6003,0.6005,wait,False,,SELL S6,HIGH,,,0.66,0.66,2.0,,,79.9,2
2023-11-14,0.601,0.63,0.539,0.5662,wait,True,6,BUY B6,LOW,B6,0.56,0.539,0.56,2.0,0.539,16.883117,79.9,2
2023-11-15,0.566,0.6209,0.5598,0.619,wait,True,6,,,,,,,2.0,0.539,15.194805,79.9,2
2023-11-16,0.6191,0.6422,0.5505,0.5652,wait,True,6,,,,,,,2.0,0.539,19.146568,79.9,2
2023-11-17,0.5652,0.5862,0.525,0.5541,wait,True,6,,,,,,,2.0,0.525,11.657143,79.9,2
2023-11-18,0.554,0.5577,0.514,0.5466,wait,True,6,,,,,,,2.0,0.514,8.501946,79.9,2
2023-11-19,0.5463,0.567,0.5282,0.5633,wait,True,6,,,,,,,2.0,0.514,10.311284,79.9,2
2023-11-20,0.5632,0.5786,0.5425,0.5547,wait,True,6,,,,,,,2.0,0.514,12.568093,79.9,2
2023-11-21,0.5547,0.5828,0.5,0.5022,wait,True,6,,,,,,,2.0,0.5,16.56,79.9,2
2023-11-22,0.5023,0.5637,0.5002,0.5562,wait,True,6,,,,,,,2.0,0.5,12.74,79.9,2
2023-11-23,0.5566,0.5955,0.5519,0.5885,wait,True,6,,,,,,,2.0,0.5,19.1,79.9,2
2023-11-24,0.5884,0.6422,0.5814,0.6267,wait,True,6,,,,,,,2.0,0.5,28.44,79.9,2
2023-11-25,0.6268,0.6891,0.6214,0.6553,wait,True,6,,,,,,,2.0,0.5,37.82,79.9,2
2023-11-26,0.6555,0.67,0.6072,0.6349,wait,True,6,,,,,,,2.0,0.5,34.0,79.9,2
2023-11-27,0.6349,0.6475,0.577,0.5933,wait,True,6,,,,,,,2.0,0.5,29.5,79.9,2
2023-11-28,0.5934,0.63,0.5639,0.618,wait,True,6,,,,,,,2.0,0.5,26.0,79.9,2
2023-11-29,0.6179,0.6234,0.5781,0.601,wait,True,6,,,,,,,2.0,0.5,24.68,79.9,2
2023-11-30,0.601,0.644,0.587,0.5971,wait,True,6,,,,,,,2.0,0.5,28.8,79.9,2
2023-12-01,0.5971,0.628,0.5911,0.6131,wait,True,6,,,,,,,2.0,0.5,25.6,79.9,2
2023-12-02,0.6131,0.6339,0.6034,0.6253,wait,True,6,,,,,,,2.0,0.5,26.78,79.9,2
2023-12-03,0.6253,0.6301,0.5973,0.6153,wait,True,6,,,,,,,2.0,0.5,26.02,79.9,2
2023-12-04,0.6152,0.639,0.5557,0.629,wait,True,6,,,,,,,2.0,0.5,27.8,79.9,2
2023-12-05,0.6289,0.659,0.6171,0.6443,wait,True,6,,,,,,,2.0,0.5,31.8,79.9,2
2023-12-06,0.6444,0.6624,0.6033,0.6201,wait,True,6,,,,,,,2.0,0.5,32.48,79.9,2
2023-12-07,0.6202,0.6869,0.6045,0.6713,wait,True,6,,,,,,,2.0,0.5,37.38,79.9,2
2023-12-08,0.6714,0.7147,0.6684,0.7029,wait,True,6,,,,,,,2.0,0.5,42.94,79.9,2
2023-12-09,0.7029,0.7268,0.6705,0.6778,wait,True,6,,,,,,,0.7268,0.5,45.36,79.9,7
2023-12-10,0.6783,0.7159,0.6671,0.6925,wait,True,6,,,,,,,0.7268,0.5,43.18,79.9,7
2023-12-11,0.6926,0.7143,0.6068,0.6291,wait,True,6,,,,,,,0.7268,0.5,42.86,79.9,7
2023-12-12,0.6291,0.664,0.619,0.6597,wait,True,6,,,,,,,0.7268,0.5,32.8,79.9,7
2023-12-13,0.6597,0.6664,0.605,0.6527,wait,True,6,,,,,,,0.7268,0.5,33.28,79.9,7
2023-12-14,0.6529,0.67,0.6262,0.6545,wait,True,6,,,,,,,0.7268,0.5,34.0,79.9,7
2023-12-15,0.6546,0.6556,0.6153,0.6175,wait,True,6,,,,,,,0.7268,0.5,31.12,79.9,7
2023-12-16,0.6175,0.6498,0.6001,0.6322,wait,True,6,,,,,,,0.7268,0.5,29.96,79.9,7
2023-12-17,0.6322,0.6365,0.6043,0.6105,wait,True,6,,,,,,,0.7268,0.5,27.3,79.9,7
2023-12-18,0.6104,0.6194,0.5635,0.6105,wait,True,6,,,,,,,0.7268,0.5,23.88,79.9,7
2023-12-19,0.6105,0.7189,0.6052,0.6786,wait,True,6,,,,,,,0.7268,0.5,43.78,79.9,7
2023-12-20,0.6787,0.7477,0.6446,0.688,wait,True,6,,,,,,,0.7477,0.5,49.54,79.9,7
2023-12-21,0.6881,0.7184,0.6706,0.6876,wait,True,6,,,,,,,0.7477,0.5,43.68,79.9,7
2023-12-22,0.6875,0.7007,0.6564,0.695,wait,True,6,,,,,,,0.7477,0.5,40.14,79.9,7
2023-12-23,0.695,0.7592,0.692,0.7534,wait,True,6,,,,,,,0.7592,0.5,51.84,79.9,7
2023-12-24,0.7536,0.7633,0.7014,0.7142,wait,True,6,,,,,,,0.7633,0.5,52.66,79.9,7
2023-12-25,0.714,0.8286,0.7094,0.8166,wait,True,6,,,,,,,0.8286,0.5,65.72,79.9,7
2023-12-26,0.8168,0.909,0.7737,0.8838,wait,False,,SELL S6,HIGH,,,0.909,0.909,0.909,,,79.9,7
2023-12-27,0.8841,0.9216,0.8207,0.8301,wait,False,,,,,,,,0.9216,,,,7
2023-12-28,0.8301,0.864,0.7768,0.7966,wait,False,,,,,,,,0.9216,,,,7
2023-12-29,0.7966,0.843,0.76,0.8057,wait,False,,,,,,,,0.9216,,,,7
2023-12-30,0.8059,0.823,0.7693,0.8082,wait,False,,,,,,,,0.9216,,,,7
2023-12-31,0.8085,0.8308,0.7637,0.7752,wait,False,,,,,,,,0.9216,,,,7
2024-01-01,0.7753,0.8478,0.7557,0.8438,wait,False,,,,,,,,0.9216,,,,7
2024-01-02,0.8438,0.932,0.84,0.9062,wait,False,,,,,,,,0.932,,,,7
2024-01-03,0.9061,0.942,0.68,0.8437,wait,False,,,,,,,,0.942,,,,7
2024-01-04,0.8433,0.8711,0.8052,0.8535,wait,False,,,,,,,,0.942,,,,7
2024-01-05,0.8538,0.9007,0.7676,0.8999,wait,False,,,,,,,,0.942,,,,7
2024-01-06,0.9,0.9,0.8072,0.8316,wait,False,,,,,,,,0.942,,,,7
2024-01-07,0.8314,0.8611,0.7913,0.8002,wait,False,,,,,,,,0.942,,,,7
2024-01-08,0.7998,0.8843,0.7201,0.8599,wait,False,,,,,,,,0.942,,,,7
2024-01-09,0.86,0.8743,0.7758,0.7983,wait,False,,,,,,,,0.942,,,,7
2024-01-10,0.7982,0.8622,0.7601,0.842,wait,False,,,,,,,,0.942,,,,7
2024-01-11,0.8419,1.15,0.8301,1.0927,wait,False,,,,,,,,1.15,,,,7
2024-01-12,1.0928,1.2266,1.0434,1.1685,wait,False,,,,,,,,1.2266,,,,7
2024-01-13,1.1685,1.3645,1.1196,1.2895,high,False,,,,,,,,1.3645,,,,7
2024-01-14,1.2892,1.3536,1.2321,1.2506,high,False,,,,,,,,1.3645,,,,7
2024-01-15,1.2508,1.4508,1.25,1.3716,high,False,,,,,,,,1.4508,,,,7
2024-01-16,1.3721,1.3986,1.2394,1.2704,high,False,,,,,,,,1.4508,,,,7
2024-01-17,1.2702,1.3299,1.202,1.2933,high,False,,,,,,,,1.4508,,,,7
2024-01-18,1.2934,1.3472,1.1438,1.1586,high,False,,,,,,,,1.4508,,,,7
2024-01-19,1.1586,1.1923,1.084,1.1659,high,False,,,,,,,,1.4508,,,,7
2024-01-20,1.1659,1.1663,1.057,1.1024,high,False,,,,,,,,1.4508,,,,7
2024-01-21,1.1023,1.13,1.0552,1.0613,high,False,,,,,,,,1.4508,,,,7
2024-01-22,1.0611,1.1312,1.0074,1.0739,high,False,,,,,,,,1.4508,,,,7
2024-01-23,1.0738,1.2274,1.013,1.1859,high,False,,,,,,,,1.4508,,,,7
2024-01-24,1.186,1.3175,1.1424,1.2926,high,False,,,,,,,,1.4508,,,,7
2024-01-25,1.2925,1.294,1.1625,1.1785,high,False,,,,,,,,1.4508,,,,7
2024-01-26,1.1785,1.4722,1.1564,1.4588,high,False,,,,,,,,1.4722,,,,7
2024-01-27,1.4589,1.496,1.3694,1.3946,high,False,,,,,,,,1.496,,,,7
2024-01-28,1.3947,1.4894,1.3101,1.3331,high,False,,,,,,,,1.496,,,,7
2024-01-29,1.3331,1.5882,1.3272,1.5623,high,False,,,,,,,,1.5882,,,,7
2024-01-30,1.5624,1.65,1.5142,1.5448,high,False,,,,,,,,1.65,,,,7
2024-01-31,1.5447,1.6399,1.48,1.5187,high,False,,,,,,,,1.65,,,,7
2024-02-01,1.5186,1.5679,1.4319,1.5259,high,False,,,,,,,,1.65,,,,7
2024-02-02,1.5259,1.5454,1.4447,1.4625,high,False,,,,,,,,1.65,,,,7
2024-02-03,1.4625,1.4851,1.3877,1.4377,high,False,,,,,,,,1.65,,,,7
2024-02-04,1.4376,1.5403,1.4237,1.4647,high,False,,,,,,,,1.65,,,,7
2024-02-05,1.4644,1.663,1.433,1.576,high,False,,,,,,,,1.663,,,,7
2024-02-06,1.5758,1.6152,1.51,1.5178,high,False,,,,,,,,1.663,,,,7
2024-02-07,1.5181,1.5608,1.4861,1.5411,high,False,,,,,,,,1.663,,,,7
2024-02-08,1.5407,1.587,1.504,1.5262,high,False,,,,,,,,1.663,,,,7
2024-02-09,1.5261,1.808,1.5195,1.7612,high,False,,,,,,,,1.808,,,,7
2024-02-10,1.7613,1.8139,1.6994,1.7315,high,False,,,,,,,,1.8139,,,,7
2024-02-11,1.7315,1.7987,1.678,1.6945,high,False,,,,,,,,1.8139,,,,7
2024-02-12,1.6944,1.8299,1.6869,1.7619,high,False,,,,,,,,1.8299,,,,7
2024-02-13,1.7619,1.8796,1.728,1.8558,high,False,,,,,,,,1.8796,,,,7
2024-02-14,1.8559,1.974,1.8126,1.9054,high,False,,,,,,,,1.974,,,,7
2024-02-15,1.9052,1.9467,1.8202,1.8629,high,False,,,,,,,,1.974,,,,7
2024-02-16,1.8628,1.8809,1.7436,1.8072,high,False,,,,,,,,1.974,,,,7
2024-02-17,1.8074,1.8142,1.7022,1.7677,high,False,,,,,,,,1.974,,,,7
2024-02-18,1.7677,1.8157,1.7332,1.7997,high,False,,,,,,,,1.974,,,,7
2024-02-19,1.7996,1.8341,1.7367,1.7735,high,False,,,,,,,,1.974,,,,7
2024-02-20,1.7735,1.778,1.6177,1.7169,high,False,,,,,,,,1.974,,,,7
2024-02-21,1.7168,1.7219,1.6183,1.6922,high,False,,,,,,,,1.974,,,,7
2024-02-22,1.6923,1.7722,1.6389,1.7187,high,False,,,,,,,,1.974,,,,7
2024-02-23,1.7187,1.7481,1.5646,1.6034,high,False,,,,,,,,1.974,,,,7
2024-02-24,1.6033,1.6667,1.5524,1.636,high,False,,,,,,,,1.974,,,,7
2024-02-25,1.636,1.6555,1.6131,1.6455,high,False,,,,,,,,1.974,,,,7
2024-02-26,1.6455,1.7167,1.5789,1.6705,high,False,,,,,,,,1.974,,,,7
2024-02-27,1.6705,1.7047,1.568,1.6148,high,False,,,,,,,,1.974,,,,7
2024-02-28,1.615,1.7197,1.37,1.5834,high,False,,,,,,,,1.974,,,,7
2024-02-29,1.5836,1.7155,1.5689,1.6769,high,False,,,,,,,,1.974,,,,7
2024-03-01,1.6769,1.7446,1.6525,1.6903,high,False,,,,,,,,1.974,,,,7
2024-03-02,1.6903,1.6993,1.5869,1.621,high,False,,,,,,,,1.974,,,,7
2024-03-03,1.6211,1.6283,1.421,1.559,high,False,,,,,,,,1.974,,,,7
2024-03-04,1.5592,1.591,1.4333,1.4868,high,False,,,,,,,,1.974,,,,7
2024-03-05,1.4869,1.5866,1.212,1.3962,high,False,,,,,,,,1.974,,,,7
2024-03-06,1.3962,1.5097,1.3585,1.4749,high,False,,,,,,,,1.974,,,,7
2024-03-07,1.475,1.62,1.4711,1.5799,high,False,,,,,,,,1.974,,,,7
2024-03-08,1.58,1.6024,1.453,1.5439,high,False,,,,,,,,1.974,,,,7
2024-03-09,1.5438,1.6715,1.5187,1.5838,high,False,,,,,,,,1.974,,,,7
2024-03-10,1.5839,1.652,1.5161,1.5553,high,False,,,,,,,,1.974,,,,7
2024-03-11,1.5552,1.5925,1.475,1.5717,high,False,,,,,,,,1.974,,,,7
2024-03-12,1.5718,1.6347,1.43,1.5993,high,False,,,,,,,,1.974,,,,7
2024-03-13,1.5994,1.697,1.5702,1.6212,high,False,,,,,,,,1.974,,,,7
2024-03-14,1.6213,1.6602,1.472,1.5672,high,False,,,,,,,,1.974,,,,7
2024-03-15,1.5672,1.5822,1.3386,1.4927,high,False,,,,,,,,1.974,,,,7
2024-03-16,1.4927,1.72,1.485,1.6342,high,False,,,,,,,,1.974,,,,7
2024-03-17,1.6341,1.6388,1.4351,1.6185,high,False,,,,,,,,1.974,,,,7
2024-03-18,1.6185,1.754,1.5177,1.5236,high,False,,,,,,,,1.974,,,,7
2024-03-19,1.5236,1.7371,1.43,1.6464,high,False,,,,,,,,1.974,,,,7
2024-03-20,1.6463,1.78,1.4994,1.7537,high,False,,,,,,,,1.974,,,,7
2024-03-21,1.7537,1.9486,1.7404,1.8264,high,False,,,,,,,,1.974,,,,7
2024-03-22,1.8264,1.8319,1.6837,1.7313,high,False,,,,,,,,1.974,,,,7
2024-03-23,1.7312,1.738,1.6412,1.6445,high,False,,,,,,,,1.974,,,,7
2024-03-24,1.6447,1.6989,1.6186,1.6783,high,False,,,,,,,,1.974,,,,7
2024-03-25,1.6787,1.7478,1.6544,1.7036,high,False,,,,,,,,1.974,,,,7
2024-03-26,1.7035,1.897,1.6966,1.8858,high,False,,,,,,,,1.974,,,,7
2024-03-27,1.8859,2.1829,1.8557,2.0754,high,False,,,,,,,,2.1829,,,,7
2024-03-28,2.0754,2.1675,1.9588,2.0219,high,False,,,,,,,,2.1829,,,,7
2024-03-29,2.0219,2.1472,1.9015,1.903,high,False,,,,,,,,2.1829,,,,7
2024-03-30,1.903,1.9554,1.8661,1.8805,high,False,,,,,,,,2.1829,,,,7
2024-03-31,1.8805,1.9263,1.8651,1.9137,high,False,,,,,,,,2.1829,,,,7
2024-04-01,1.9143,2.0263,1.8,1.9398,high,False,,,,,,,,2.1829,,,,7
2024-04-02,1.9399,2.0054,1.7268,1.733,high,False,,,,,,,,2.1829,,,,7
2024-04-03,1.7331,1.7655,1.6363,1.6681,high,False,,,,,,,,2.1829,,,,7
2024-04-04,1.6682,1.743,1.6574,1.6839,high,False,,,,,,,,2.1829,,,,7
2024-04-05,1.6839,1.684,1.5406,1.6075,high,False,,,,,,,,2.1829,,,,7
2024-04-06,1.6077,1.6445,1.6004,1.6248,high,False,,,,,,,,2.1829,,,,7
2024-04-07,1.6247,1.6682,1.617,1.6421,high,False,,,,,,,,2.1829,,,,7
2024-04-08,1.6419,1.7225,1.6189,1.7099,high,False,,,,,,,,2.1829,,,,7
2024-04-09,1.7096,1.7188,1.5691,1.5748,high,False,,,,,,,,2.1829,,,,7
2024-04-10,1.5745,1.5841,1.46,1.5216,high,False,,,,,,,,2.1829,,,,7
2024-04-11,1.5217,1.5604,1.4753,1.4904,high,False,,,,,,,,2.1829,,,,7
2024-04-12,1.4904,1.5144,1.04,1.2394,wait,False,,SELL S1,HIGH,B1,1.222424,1.5144,1.5144,2.1829,,,7.7,7
2024-04-13,1.2395,1.2461,0.8856,1.0611,wait,False,,SELL S1,HIGH,B1,1.222424,1.2461,1.2461,2.1829,,,7.7,7
2024-04-14,1.0612,1.2097,1.0246,1.1985,wait,False,,SELL S1,HIGH,B1,1.222424,1.2097,1.2097,2.1829,,,7.7,6
2024-04-15,1.1983,1.2982,1.1152,1.1716,wait,True,2,BUY B2,LOW,B2,1.135108,1.1152,1.135108,2.1829,1.1152,16.409613,17.3,6
2024-04-16,1.1716,1.2335,1.105,1.2239,wait,True,2,,,,,,,2.1829,1.105,11.628959,17.3,6
2024-04-17,1.2239,1.3578,1.177,1.2598,wait,False,,SELL S2,HIGH,,,1.3578,1.3578,2.1829,,,17.3,7
2024-04-18,1.2598,1.2885,1.1984,1.2552,wait,True,1,BUY B1,LOW,B1,1.222424,1.1984,1.222424,2.1829,1.1984,7.518358,7.7,7
2024-04-19,1.2553,1.391,1.1347,1.3334,wait,False,,SELL S1,HIGH,,,1.391,1.391,2.1829,,,7.7,7
2024-04-20,1.3331,1.4354,1.3048,1.4272,wait,False,,,,,,,,2.1829,,,,7
2024-04-21,1.427,1.4448,1.3407,1.3706,wait,False,,,,,,,,2.1829,,,,7
2024-04-22,1.3701,1.44,1.3542,1.3925,wait,False,,,,,,,,2.1829,,,,7
2024-04-23,1.3924,1.4169,1.3105,1.3263,wait,False,,,,,,,,2.1829,,,,7
2024-04-24,1.3262,1.3491,1.2366,1.2506,wait,False,,,,,,,,2.1829,,,,7
2024-04-25,1.2508,1.2657,1.1876,1.2242,wait,True,1,BUY B1,LOW,B1,1.222424,1.1876,1.222424,2.1829,1.1876,6.576288,7.7,7
2024-04-26,1.2242,1.2302,1.1614,1.1737,wait,True,1,,,,,,,2.1829,1.1614,5.923885,7.7,7
2024-04-27,1.1744,1.2323,1.118,1.2111,wait,False,,SELL S1,HIGH,,,1.2323,1.2323,2.1829,,,7.7,7
2024-04-28,1.2112,1.2599,1.2058,1.2177,wait,True,1,BUY B1,LOW,B1,1.222424,1.2058,1.222424,2.1829,1.2058,4.486648,7.7,7
2024-04-29,1.217,1.2315,1.1669,1.1921,wait,True,1,,,,,,,2.1829,1.1669,5.536036,7.7,7
2024-04-30,1.1922,1.2059,1.072,1.1438,wait,False,,SELL S1,HIGH,,,1.2059,1.2059,2.1829,,,7.7,6
2024-05-01,1.1434,1.1668,1.0683,1.1474,wait,True,2,BUY B2,LOW,B2,1.135108,1.0683,1.135108,2.1829,1.0683,9.220256,17.3,6
2024-05-02,1.1474,1.1606,1.0926,1.1212,wait,True,2,,,,,,,2.1829,1.0683,8.639895,17.3,6
2024-05-03,1.121,1.1468,1.0693,1.1119,wait,True,2,,,,,,,2.1829,1.0683,7.348123,17.3,6
2024-05-04,1.1116,1.1249,1.0766,1.091,wait,True,2,,,,,,,2.1829,1.0683,5.298137,17.3,6
2024-05-05,1.091,1.1216,1.0535,1.0954,wait,True,2,,,,,,,2.1829,1.0535,6.464167,17.3,6
2024-05-06,1.0956,1.1519,1.0787,1.0932,wait,True,2,,,,,,,2.1829,1.0535,9.340294,17.3,6
2024-05-07,1.0933,1.145,1.0755,1.0797,wait,True,2,,,,,,,2.1829,1.0535,8.685335,17.3,6
2024-05-08,1.0796,1.0833,1.0048,1.0105,wait,True,2,,,,,,,2.1829,1.0048,7.8125,17.3,6
2024-05-09,1.0104,1.0404,0.9738,1.0262,wait,True,2,,,,,,,2.1829,0.9738,6.839187,17.3,6
2024-05-10,1.0262,1.1108,1.0022,1.0076,wait,True,2,,,,,,,2.1829,0.9738,14.068597,17.3,6
2024-05-11,1.0076,1.0325,0.9901,0.9944,wait,True,2,,,,,,,2.1829,0.9738,6.027932,17.3,6
2024-05-12,0.9944,1.0208,0.9917,1.0037,wait,True,2,,,,,,,2.1829,0.9738,4.826453,17.3,6
2024-05-13,1.004,1.0148,0.9426,0.9696,wait,True,2,,,,,,,2.1829,0.9426,7.659665,17.3,6
2024-05-14,0.9695,0.9765,0.8851,0.8964,wait,True,2,,,,,,,2.1829,0.8851,10.326517,17.3,6
2024-05-15,0.8965,1.0266,0.8859,0.9921,wait,True,2,,,,,,,2.1829,0.8851,15.986894,17.3,6
2024-05-16,0.9918,1.0754,0.9753,1.024,wait,False,,SELL S2,HIGH,,,1.0754,1.0754,2.1829,,,17.3,5
2024-05-17,1.024,1.1087,1.0092,1.0755,wait,False,,,,,,,,2.1829,,,,5
2024-05-18,1.0755,1.0898,1.0516,1.0811,wait,False,,,,,,,,2.1829,,,,5
2024-05-19,1.0811,1.0894,1.0182,1.0269,wait,False,,,,,,,,2.1829,,,,5
2024-05-20,1.0268,1.147,1.0081,1.1467,wait,False,,,,,,,,2.1829,,,,5
2024-05-21,1.1466,1.172,1.1173,1.1406,wait,False,,,,,,,,2.1829,,,,5
2024-05-22,1.1407,1.1544,1.0809,1.1051,wait,False,,,,,,,,2.1829,,,,5
2024-05-23,1.1054,1.1335,1.0038,1.0764,wait,True,3,BUY B3,LOW,B3,1.004134,1.0038,1.004134,2.1829,1.0038,12.920901,24.4,5
2024-05-24,1.0762,1.0858,1.0316,1.0676,wait,True,3,,,,,,,2.1829,1.0038,8.168958,24.4,5
2024-05-25,1.0676,1.0837,1.051,1.0629,wait,True,3,,,,,,,2.1829,1.0038,7.959753,24.4,5
2024-05-26,1.0629,1.0704,1.0221,1.0419,wait,True,3,,,,,,,2.1829,1.0038,6.634788,24.4,5
2024-05-27,1.042,1.0829,1.0313,1.0743,wait,True,3,,,,,,,2.1829,1.0038,7.880056,24.4,5
2024-05-28,1.0744,1.0759,1.0137,1.0303,wait,True,3,,,,,,,2.1829,1.0038,7.182706,24.4,5
2024-05-29,1.0302,1.0475,1.0081,1.0165,wait,True,3,,,,,,,2.1829,1.0038,4.353457,24.4,5
2024-05-30,1.0164,1.0354,0.98,1.013,wait,True,3,,,,,,,2.1829,0.98,5.653061,24.4,5
2024-05-31,1.0129,1.034,0.9951,1.0234,wait,True,3,,,,,,,2.1829,0.98,5.510204,24.4,5
2024-06-01,1.0233,1.0365,1.0096,1.024,wait,True,3,,,,,,,2.1829,0.98,5.765306,24.4,5
2024-06-02,1.0239,1.0389,1.007,1.0164,wait,True,3,,,,,,,2.1829,0.98,6.010204,24.4,5
2024-06-03,1.0165,1.0561,1.0134,1.04,wait,True,3,,,,,,,2.1829,0.98,7.765306,24.4,5
2024-06-04,1.0399,1.0559,1.0121,1.054,wait,True,3,,,,,,,2.1829,0.98,7.744898,24.4,5
2024-06-05,1.0539,1.1049,1.0463,1.1041,wait,True,3,,,,,,,2.1829,0.98,12.744898,24.4,5
2024-06-06,1.1041,1.1364,1.0857,1.1132,wait,True,3,,,,,,,2.1829,0.98,15.959184,24.4,5
2024-06-07,1.1132,1.1719,0.983,1.081,wait,True,3,,,,,,,2.1829,0.98,19.581633,24.4,5
2024-06-08,1.0809,1.1711,1.0637,1.1041,wait,True,3,,,,,,,2.1829,0.98,19.5,24.4,5
2024-06-09,1.104,1.1295,1.0639,1.094,wait,True,3,,,,,,,2.1829,0.98,15.255102,24.4,5
2024-06-10,1.094,1.0964,1.0311,1.0338,wait,True,3,,,,,,,2.1829,0.98,11.877551,24.4,5
2024-06-11,1.0338,1.0439,0.98,0.9921,wait,True,3,,,,,,,2.1829,0.98,6.520408,24.4,5
2024-06-12,0.9922,1.0545,0.96,1.0185,wait,True,3,,,,,,,2.1829,0.96,9.84375,24.4,5
2024-06-13,1.0186,1.0207,0.9583,0.9658,wait,True,3,,,,,,,2.1829,0.9583,6.511531,24.4,5
2024-06-14,0.9659,1.0032,0.9021,0.9294,wait,True,3,,,,,,,2.1829,0.9021,11.207183,24.4,5
2024-06-15,0.9295,0.9594,0.9261,0.9444,wait,True,3,,,,,,,2.1829,0.9021,6.351846,24.4,5
2024-06-16,0.9446,0.97,0.9232,0.9698,wait,True,3,,,,,,,2.1829,0.9021,7.526882,24.4,5
